No,TMNo,EnNo,Name,Column1,GMNo,Mode,IN/OUT,Antipass,DateTime
3318,1,4,          ,1,1, ,0,4/7/2021 16:34,
3319,1,40,          ,1,1, ,0,4/7/2021 16:35,
3320,1,54,          ,1,1, ,0,4/7/2021 16:35,
3321,1,35,          ,1,1, ,0,4/7/2021 16:36,
3322,1,20,          ,1,1, ,0,4/7/2021 16:37,
3323,1,19,          ,1,1, ,0,4/7/2021 17:15,
3324,1,5,          ,1,1, ,0,4/8/2021 6:04,
3325,1,18,          ,1,1, ,0,4/8/2021 6:10,
3326,1,56,          ,1,1, ,0,4/8/2021 6:23,
3327,1,59,          ,1,1, ,0,4/8/2021 6:29,
3328,1,16,          ,1,1, ,0,4/8/2021 6:37,
3329,1,32,          ,1,1, ,0,4/8/2021 6:52,
3330,1,47,          ,1,1, ,0,4/8/2021 7:06,
3331,1,25,          ,1,1, ,0,4/8/2021 7:07,
3332,1,45,          ,1,1, ,0,4/8/2021 7:08,
3333,1,51,          ,1,1, ,0,4/8/2021 7:08,
3334,1,1,          ,1,1, ,0,4/8/2021 7:08,
3335,1,23,          ,1,1, ,0,4/8/2021 7:09,
3336,1,10,          ,1,1, ,0,4/8/2021 7:10,
3337,1,58,          ,1,1, ,0,4/8/2021 7:10,
3338,1,4,          ,1,1, ,0,4/8/2021 7:11,
3339,1,21,          ,1,1, ,0,4/8/2021 7:12,
3340,1,14,          ,1,1, ,0,4/8/2021 7:12,
3341,1,38,          ,1,1, ,0,4/8/2021 7:13,
3342,1,11,          ,1,1, ,0,4/8/2021 7:13,
3343,1,55,          ,1,1, ,0,4/8/2021 7:13,
3344,1,34,          ,1,1, ,0,4/8/2021 7:13,
3345,1,9,          ,1,1, ,0,4/8/2021 7:14,
3346,1,9,          ,1,1, ,0,4/8/2021 7:14,
3347,1,37,          ,1,1, ,0,4/8/2021 7:14,
3348,1,52,          ,1,1, ,0,4/8/2021 7:15,
3349,1,15,          ,1,1, ,0,4/8/2021 7:15,
3350,1,20,          ,1,1, ,0,4/8/2021 7:19,
3351,1,31,          ,1,1, ,0,4/8/2021 7:22,
3352,1,26,          ,1,1, ,0,4/8/2021 7:22,
3353,1,3,          ,1,1, ,0,4/8/2021 7:24,
3354,1,36,          ,1,1, ,0,4/8/2021 7:26,
3355,1,8,          ,1,1, ,0,4/8/2021 7:26,
3356,1,7,          ,1,1, ,0,4/8/2021 7:27,
3357,1,62,          ,1,1, ,0,4/8/2021 7:27,
3358,1,50,          ,1,1, ,0,4/8/2021 7:27,
3359,1,54,          ,1,1, ,0,4/8/2021 7:27,
3360,1,19,          ,1,1, ,0,4/8/2021 7:28,
3361,1,44,          ,1,1, ,0,4/8/2021 7:28,
3362,1,48,          ,1,1, ,0,4/8/2021 7:29,
3363,1,30,          ,1,1, ,0,4/8/2021 7:29,
3364,1,46,          ,1,1, ,0,4/8/2021 7:29,
3365,1,49,          ,1,1, ,0,4/8/2021 7:29,
3366,1,33,          ,1,1, ,0,4/8/2021 7:29,
3367,1,35,          ,1,1, ,0,4/8/2021 7:29,
3368,1,39,          ,1,1, ,0,4/8/2021 7:30,
3369,1,17,          ,1,1, ,0,4/8/2021 7:30,
3370,1,17,          ,1,1, ,0,4/8/2021 7:30,
3371,1,57,          ,1,1, ,0,4/8/2021 7:30,
3372,1,2,          ,1,1, ,0,4/8/2021 7:31,
3373,1,53,          ,1,1, ,0,4/8/2021 7:31,
3374,1,24,          ,1,1, ,0,4/8/2021 7:33,
3375,1,12,          ,1,1, ,0,4/8/2021 7:39,
3376,1,40,          ,1,1, ,0,4/8/2021 7:45,
3377,1,27,          ,1,1, ,0,4/8/2021 11:18,
3378,1,27,          ,1,1, ,0,4/8/2021 11:18,
3379,1,31,          ,1,1, ,0,4/8/2021 11:57,
3380,1,55,          ,1,1, ,0,4/8/2021 12:00,
3381,1,36,          ,1,1, ,0,4/8/2021 12:00,
3382,1,2,          ,1,1, ,0,4/8/2021 12:00,
3383,1,10,          ,1,1, ,0,4/8/2021 12:00,
3384,1,47,          ,1,1, ,0,4/8/2021 12:00,
3385,1,16,          ,1,1, ,0,4/8/2021 12:01,
3386,1,58,          ,1,1, ,0,4/8/2021 12:01,
3387,1,40,          ,1,1, ,0,4/8/2021 12:03,
3388,1,19,          ,1,1, ,0,4/8/2021 12:03,
3389,1,12,          ,1,1, ,0,4/8/2021 12:03,
3390,1,54,          ,1,1, ,0,4/8/2021 12:03,
3391,1,50,          ,1,1, ,0,4/8/2021 12:05,
3392,1,38,          ,1,1, ,0,4/8/2021 12:06,
3393,1,32,          ,1,1, ,0,4/8/2021 12:06,
3394,1,51,          ,1,1, ,0,4/8/2021 12:07,
3395,1,53,          ,1,1, ,0,4/8/2021 12:07,
3396,1,24,          ,1,1, ,0,4/8/2021 12:07,
3397,1,62,          ,1,1, ,0,4/8/2021 12:08,
3398,1,47,          ,1,1, ,0,4/8/2021 12:10,
3399,1,16,          ,1,1, ,0,4/8/2021 12:10,
3400,1,36,          ,1,1, ,0,4/8/2021 12:10,
3401,1,10,          ,1,1, ,0,4/8/2021 12:10,
3402,1,55,          ,1,1, ,0,4/8/2021 12:11,
3403,1,44,          ,1,1, ,0,4/8/2021 12:11,
3404,1,45,          ,1,1, ,0,4/8/2021 12:12,
3405,1,19,          ,1,1, ,0,4/8/2021 12:13,
3406,1,9,          ,1,1, ,0,4/8/2021 12:13,
3407,1,34,          ,1,1, ,0,4/8/2021 12:13,
3408,1,23,          ,1,1, ,0,4/8/2021 12:14,
3409,1,26,          ,1,1, ,0,4/8/2021 12:15,
3410,1,31,          ,1,1, ,0,4/8/2021 12:15,
3411,1,3,          ,1,1, ,0,4/8/2021 12:15,
3412,1,21,          ,1,1, ,0,4/8/2021 12:15,
3413,1,17,          ,1,1, ,0,4/8/2021 12:16,
3414,1,14,          ,1,1, ,0,4/8/2021 12:18,
3415,1,25,          ,1,1, ,0,4/8/2021 12:18,
3416,1,5,          ,1,1, ,0,4/8/2021 12:19,
3417,1,46,          ,1,1, ,0,4/8/2021 12:20,
3418,1,15,          ,1,1, ,0,4/8/2021 12:21,
3419,1,49,          ,1,1, ,0,4/8/2021 12:21,
3420,1,57,          ,1,1, ,0,4/8/2021 12:21,
3421,1,58,          ,1,1, ,0,4/8/2021 12:22,
3422,1,45,          ,1,1, ,0,4/8/2021 12:23,
3423,1,54,          ,1,1, ,0,4/8/2021 12:24,
3424,1,12,          ,1,1, ,0,4/8/2021 12:25,
3425,1,31,          ,1,1, ,0,4/8/2021 12:25,
3426,1,11,          ,1,1, ,0,4/8/2021 12:25,
3427,1,9,          ,1,1, ,0,4/8/2021 12:26,
3428,1,40,          ,1,1, ,0,4/8/2021 12:26,
3429,1,26,          ,1,1, ,0,4/8/2021 12:26,
3430,1,38,          ,1,1, ,0,4/8/2021 12:26,
3431,1,37,          ,1,1, ,0,4/8/2021 12:26,
3432,1,17,          ,1,1, ,0,4/8/2021 12:27,
3433,1,17,          ,1,1, ,0,4/8/2021 12:27,
3434,1,17,          ,1,1, ,0,4/8/2021 12:27,
3435,1,21,          ,1,1, ,0,4/8/2021 12:27,
3436,1,35,          ,1,1, ,0,4/8/2021 12:27,
3437,1,33,          ,1,1, ,0,4/8/2021 12:28,
3438,1,34,          ,1,1, ,0,4/8/2021 12:28,
3439,1,3,          ,1,1, ,0,4/8/2021 12:28,
3440,1,5,          ,1,1, ,0,4/8/2021 12:29,
3441,1,25,          ,1,1, ,0,4/8/2021 12:29,
3442,1,44,          ,1,1, ,0,4/8/2021 12:30,
3443,1,23,          ,1,1, ,0,4/8/2021 12:30,
3444,1,30,          ,1,1, ,0,4/8/2021 12:32,
3445,1,27,          ,1,1, ,0,4/8/2021 12:32,
3446,1,57,          ,1,1, ,0,4/8/2021 12:33,
3447,1,14,          ,1,1, ,0,4/8/2021 12:33,
3448,1,53,          ,1,1, ,0,4/8/2021 12:35,
3449,1,11,          ,1,1, ,0,4/8/2021 12:35,
3450,1,51,          ,1,1, ,0,4/8/2021 12:36,
3451,1,15,          ,1,1, ,0,4/8/2021 12:37,
3452,1,46,          ,1,1, ,0,4/8/2021 12:38,
3453,1,37,          ,1,1, ,0,4/8/2021 12:41,
3454,1,35,          ,1,1, ,0,4/8/2021 12:43,
3455,1,33,          ,1,1, ,0,4/8/2021 12:43,
3456,1,31,          ,1,1, ,0,4/8/2021 12:43,
3457,1,8,          ,1,1, ,0,4/8/2021 12:46,
3458,1,7,          ,1,1, ,0,4/8/2021 12:51,
3459,1,30,          ,1,1, ,0,4/8/2021 12:53,
3460,1,62,          ,1,1, ,0,4/8/2021 12:55,
3461,1,8,          ,1,1, ,0,4/8/2021 12:56,
3462,1,49,          ,1,1, ,0,4/8/2021 12:59,
3463,1,7,          ,1,1, ,0,4/8/2021 13:03,
3464,1,24,          ,1,1, ,0,4/8/2021 13:03,
3465,1,2,          ,1,1, ,0,4/8/2021 13:04,
3466,1,11,          ,1,1, ,0,4/8/2021 16:30,
3467,1,34,          ,1,1, ,0,4/8/2021 16:30,
3468,1,48,          ,1,1, ,0,4/8/2021 16:30,
3469,1,57,          ,1,1, ,0,4/8/2021 16:30,
3470,1,53,          ,1,1, ,0,4/8/2021 16:30,
3471,1,38,          ,1,1, ,0,4/8/2021 16:30,
3472,1,51,          ,1,1, ,0,4/8/2021 16:30,
3473,1,55,          ,1,1, ,0,4/8/2021 16:30,
3474,1,47,          ,1,1, ,0,4/8/2021 16:31,
3475,1,15,          ,1,1, ,0,4/8/2021 16:31,
3476,1,50,          ,1,1, ,0,4/8/2021 16:31,
3477,1,58,          ,1,1, ,0,4/8/2021 16:31,
3478,1,62,          ,1,1, ,0,4/8/2021 16:31,
3479,1,10,          ,1,1, ,0,4/8/2021 16:31,
3480,1,49,          ,1,1, ,0,4/8/2021 16:31,
3481,1,7,          ,1,1, ,0,4/8/2021 16:31,
3482,1,40,          ,1,1, ,0,4/8/2021 16:31,
3483,1,37,          ,1,1, ,0,4/8/2021 16:31,
3484,1,54,          ,1,1, ,0,4/8/2021 16:31,
3485,1,12,          ,1,1, ,0,4/8/2021 16:31,
3486,1,56,          ,1,1, ,0,4/8/2021 16:31,
3487,1,46,          ,1,1, ,0,4/8/2021 16:31,
3488,1,17,          ,1,1, ,0,4/8/2021 16:31,
3489,1,31,          ,1,1, ,0,4/8/2021 16:32,
3490,1,5,          ,1,1, ,0,4/8/2021 16:32,
3491,1,2,          ,1,1, ,0,4/8/2021 16:32,
3492,1,14,          ,1,1, ,0,4/8/2021 16:32,
3493,1,16,          ,1,1, ,0,4/8/2021 16:32,
3494,1,44,          ,1,1, ,0,4/8/2021 16:32,
3495,1,19,          ,1,1, ,0,4/8/2021 16:32,
3496,1,25,          ,1,1, ,0,4/8/2021 16:32,
3497,1,32,          ,1,1, ,0,4/8/2021 16:32,
3498,1,24,          ,1,1, ,0,4/8/2021 16:32,
3499,1,8,          ,1,1, ,0,4/8/2021 16:32,
3500,1,26,          ,1,1, ,0,4/8/2021 16:33,
3501,1,36,          ,1,1, ,0,4/8/2021 16:33,
3502,1,45,          ,1,1, ,0,4/8/2021 16:33,
3503,1,21,          ,1,1, ,0,4/8/2021 16:34,
3504,1,36,          ,1,1, ,0,4/8/2021 16:34,
3505,1,30,          ,1,1, ,0,4/8/2021 16:36,
3506,1,27,          ,1,1, ,0,4/8/2021 16:36,
3507,1,27,          ,1,1, ,0,4/8/2021 16:36,
3508,1,30,          ,1,1, ,0,4/8/2021 16:36,
3509,1,35,          ,1,1, ,0,4/8/2021 16:40,
3510,1,33,          ,1,1, ,0,4/8/2021 16:40,
3511,1,9,          ,1,1, ,0,4/8/2021 16:42,
3512,1,3,          ,1,1, ,0,4/8/2021 16:42,
3513,1,5,          ,1,1, ,0,4/12/2021 6:08,
3514,1,16,          ,1,1, ,0,4/12/2021 6:35,
3515,1,18,          ,1,1, ,0,4/12/2021 6:43,
3516,1,56,          ,1,1, ,0,4/12/2021 6:43,
3517,1,32,          ,1,1, ,0,4/12/2021 6:54,
3518,1,54,          ,1,1, ,0,4/12/2021 6:54,
3519,1,2,          ,1,1, ,0,4/12/2021 6:56,
3520,1,23,          ,1,1, ,0,4/12/2021 6:57,
3521,1,40,          ,1,1, ,0,4/12/2021 7:00,
3522,1,12,          ,1,1, ,0,4/12/2021 7:01,
3523,1,25,          ,1,1, ,0,4/12/2021 7:04,
3524,1,45,          ,1,1, ,0,4/12/2021 7:05,
3525,1,27,          ,1,1, ,0,4/12/2021 7:06,
3526,1,14,          ,1,1, ,0,4/12/2021 7:08,
3527,1,26,          ,1,1, ,0,4/12/2021 7:11,
3528,1,31,          ,1,1, ,0,4/12/2021 7:11,
3529,1,17,          ,1,1, ,0,4/12/2021 7:11,
3530,1,44,          ,1,1, ,0,4/12/2021 7:13,
3531,1,3,          ,1,1, ,0,4/12/2021 7:13,
3532,1,6,          ,1,1, ,0,4/12/2021 7:13,
3533,1,3,          ,1,1, ,0,4/12/2021 7:13,
3534,1,35,          ,1,1, ,0,4/12/2021 7:14,
3535,1,34,          ,1,1, ,0,4/12/2021 7:14,
3536,1,38,          ,1,1, ,0,4/12/2021 7:15,
3537,1,43,          ,1,1, ,0,4/12/2021 7:15,
3538,1,55,          ,1,1, ,0,4/12/2021 7:15,
3539,1,11,          ,1,1, ,0,4/12/2021 7:15,
3540,1,53,          ,1,1, ,0,4/12/2021 7:15,
3541,1,37,          ,1,1, ,0,4/12/2021 7:16,
3542,1,21,          ,1,1, ,0,4/12/2021 7:16,
3543,1,10,          ,1,1, ,0,4/12/2021 7:16,
3544,1,50,          ,1,1, ,0,4/12/2021 7:16,
3545,1,9,          ,1,1, ,0,4/12/2021 7:16,
3546,1,19,          ,1,1, ,0,4/12/2021 7:16,
3547,1,57,          ,1,1, ,0,4/12/2021 7:16,
3548,1,15,          ,1,1, ,0,4/12/2021 7:17,
3549,1,47,          ,1,1, ,0,4/12/2021 7:17,
3550,1,20,          ,1,1, ,0,4/12/2021 7:19,
3551,1,30,          ,1,1, ,0,4/12/2021 7:19,
3552,1,8,          ,1,1, ,0,4/12/2021 7:20,
3553,1,59,          ,1,1, ,0,4/12/2021 7:20,
3554,1,4,          ,1,1, ,0,4/12/2021 7:21,
3555,1,48,          ,1,1, ,0,4/12/2021 7:22,
3556,1,1,          ,1,1, ,0,4/12/2021 7:23,
3557,1,39,          ,1,1, ,0,4/12/2021 7:24,
3558,1,52,          ,1,1, ,0,4/12/2021 7:25,
3559,1,33,          ,1,1, ,0,4/12/2021 7:27,
3560,1,49,          ,1,1, ,0,4/12/2021 7:30,
3561,1,62,          ,1,1, ,0,4/12/2021 7:30,
3562,1,51,          ,1,1, ,0,4/12/2021 7:32,
3563,1,24,          ,1,1, ,0,4/12/2021 7:34,
3564,1,46,          ,1,1, ,0,4/12/2021 7:35,
3565,1,36,          ,1,1, ,0,4/12/2021 7:39,
3566,1,29,          ,1,1, ,0,4/12/2021 7:40,
3567,1,34,          ,1,1, ,0,4/12/2021 12:00,
3568,1,56,          ,1,1, ,0,4/12/2021 12:00,
3569,1,10,          ,1,1, ,0,4/12/2021 12:00,
3570,1,19,          ,1,1, ,0,4/12/2021 12:00,
3571,1,44,          ,1,1, ,0,4/12/2021 12:00,
3572,1,36,          ,1,1, ,0,4/12/2021 12:00,
3573,1,9,          ,1,1, ,0,4/12/2021 12:00,
3574,1,51,          ,1,1, ,0,4/12/2021 12:00,
3575,1,32,          ,1,1, ,0,4/12/2021 12:00,
3576,1,53,          ,1,1, ,0,4/12/2021 12:00,
3577,1,3,          ,1,1, ,0,4/12/2021 12:01,
3578,1,62,          ,1,1, ,0,4/12/2021 12:01,
3579,1,26,          ,1,1, ,0,4/12/2021 12:01,
3580,1,30,          ,1,1, ,0,4/12/2021 12:01,
3581,1,27,          ,1,1, ,0,4/12/2021 12:02,
3582,1,39,          ,1,1, ,0,4/12/2021 12:02,
3583,1,52,          ,1,1, ,0,4/12/2021 12:02,
3584,1,21,          ,1,1, ,0,4/12/2021 12:02,
3585,1,31,          ,1,1, ,0,4/12/2021 12:02,
3586,1,11,          ,1,1, ,0,4/12/2021 12:04,
3587,1,50,          ,1,1, ,0,4/12/2021 12:05,
3588,1,23,          ,1,1, ,0,4/12/2021 12:08,
3589,1,12,          ,1,1, ,0,4/12/2021 12:08,
3590,1,47,          ,1,1, ,0,4/12/2021 12:08,
3591,1,38,          ,1,1, ,0,4/12/2021 12:08,
3592,1,56,          ,1,1, ,0,4/12/2021 12:10,
3593,1,19,          ,1,1, ,0,4/12/2021 12:10,
3594,1,10,          ,1,1, ,0,4/12/2021 12:10,
3595,1,16,          ,1,1, ,0,4/12/2021 12:10,
3596,1,33,          ,1,1, ,0,4/12/2021 12:10,
3597,1,36,          ,1,1, ,0,4/12/2021 12:10,
3598,1,55,          ,1,1, ,0,4/12/2021 12:11,
3599,1,45,          ,1,1, ,0,4/12/2021 12:11,
3600,1,18,          ,1,1, ,0,4/12/2021 12:11,
3601,1,20,          ,1,1, ,0,4/12/2021 12:12,
3602,1,30,          ,1,1, ,0,4/12/2021 12:13,
3603,1,27,          ,1,1, ,0,4/12/2021 12:13,
3604,1,4,          ,1,1, ,0,4/12/2021 12:14,
3605,1,48,          ,1,1, ,0,4/12/2021 12:14,
3606,1,15,          ,1,1, ,0,4/12/2021 12:14,
3607,1,49,          ,1,1, ,0,4/12/2021 12:14,
3608,1,25,          ,1,1, ,0,4/12/2021 12:17,
3609,1,26,          ,1,1, ,0,4/12/2021 12:17,
3610,1,5,          ,1,1, ,0,4/12/2021 12:17,
3611,1,11,          ,1,1, ,0,4/12/2021 12:17,
3612,1,17,          ,1,1, ,0,4/12/2021 12:17,
3613,1,35,          ,1,1, ,0,4/12/2021 12:18,
3614,1,12,          ,1,1, ,0,4/12/2021 12:18,
3615,1,47,          ,1,1, ,0,4/12/2021 12:18,
3616,1,57,          ,1,1, ,0,4/12/2021 12:18,
3617,1,50,          ,1,1, ,0,4/12/2021 12:18,
3618,1,29,          ,1,1, ,0,4/12/2021 12:18,
3619,1,14,          ,1,1, ,0,4/12/2021 12:18,
3620,1,53,          ,1,1, ,0,4/12/2021 12:18,
3621,1,59,          ,1,1, ,0,4/12/2021 12:19,
3622,1,54,          ,1,1, ,0,4/12/2021 12:19,
3623,1,43,          ,1,1, ,0,4/12/2021 12:19,
3624,1,40,          ,1,1, ,0,4/12/2021 12:19,
3625,1,31,          ,1,1, ,0,4/12/2021 12:19,
3626,1,16,          ,1,1, ,0,4/12/2021 12:20,
3627,1,2,          ,1,1, ,0,4/12/2021 12:20,
3628,1,6,          ,1,1, ,0,4/12/2021 12:20,
3629,1,45,          ,1,1, ,0,4/12/2021 12:21,
3630,1,33,          ,1,1, ,0,4/12/2021 12:21,
3631,1,37,          ,1,1, ,0,4/12/2021 12:22,
3632,1,44,          ,1,1, ,0,4/12/2021 12:23,
3633,1,21,          ,1,1, ,0,4/12/2021 12:24,
3634,1,5,          ,1,1, ,0,4/12/2021 12:27,
3635,1,57,          ,1,1, ,0,4/12/2021 12:30,
3636,1,55,          ,1,1, ,0,4/12/2021 12:30,
3637,1,34,          ,1,1, ,0,4/12/2021 12:30,
3638,1,15,          ,1,1, ,0,4/12/2021 12:31,
3639,1,40,          ,1,1, ,0,4/12/2021 12:31,
3640,1,54,          ,1,1, ,0,4/12/2021 12:31,
3641,1,43,          ,1,1, ,0,4/12/2021 12:31,
3642,1,3,          ,1,1, ,0,4/12/2021 12:32,
3643,1,51,          ,1,1, ,0,4/12/2021 12:32,
3644,1,52,          ,1,1, ,0,4/12/2021 12:32,
3645,1,39,          ,1,1, ,0,4/12/2021 12:32,
3646,1,18,          ,1,1, ,0,4/12/2021 12:35,
3647,1,20,          ,1,1, ,0,4/12/2021 12:35,
3648,1,59,          ,1,1, ,0,4/12/2021 12:35,
3649,1,9,          ,1,1, ,0,4/12/2021 12:36,
3650,1,48,          ,1,1, ,0,4/12/2021 12:37,
3651,1,32,          ,1,1, ,0,4/12/2021 12:37,
3652,1,37,          ,1,1, ,0,4/12/2021 12:37,
3653,1,38,          ,1,1, ,0,4/12/2021 12:38,
3654,1,49,          ,1,1, ,0,4/12/2021 12:39,
3655,1,14,          ,1,1, ,0,4/12/2021 12:39,
3656,1,17,          ,1,1, ,0,4/12/2021 12:39,
3657,1,25,          ,1,1, ,0,4/12/2021 12:40,
3658,1,8,          ,1,1, ,0,4/12/2021 12:40,
3659,1,2,          ,1,1, ,0,4/12/2021 12:40,
3660,1,35,          ,1,1, ,0,4/12/2021 12:40,
3661,1,29,          ,1,1, ,0,4/12/2021 12:41,
3662,1,6,          ,1,1, ,0,4/12/2021 12:43,
3663,1,4,          ,1,1, ,0,4/12/2021 12:44,
3664,1,24,          ,1,1, ,0,4/12/2021 12:50,
3665,1,8,          ,1,1, ,0,4/12/2021 12:50,
3666,1,62,          ,1,1, ,0,4/12/2021 12:55,
3667,1,24,          ,1,1, ,0,4/12/2021 13:00,
3668,1,57,          ,1,1, ,0,4/12/2021 16:30,
3669,1,55,          ,1,1, ,0,4/12/2021 16:30,
3670,1,38,          ,1,1, ,0,4/12/2021 16:30,
3671,1,47,          ,1,1, ,0,4/12/2021 16:30,
3672,1,20,          ,1,1, ,0,4/12/2021 16:30,
3673,1,20,          ,1,1, ,0,4/12/2021 16:30,
3674,1,23,          ,1,1, ,0,4/12/2021 16:30,
3675,1,12,          ,1,1, ,0,4/12/2021 16:30,
3676,1,12,          ,1,1, ,0,4/12/2021 16:30,
3677,1,34,          ,1,1, ,0,4/12/2021 16:30,
3678,1,52,          ,1,1, ,0,4/12/2021 16:30,
3679,1,45,          ,1,1, ,0,4/12/2021 16:30,
3680,1,15,          ,1,1, ,0,4/12/2021 16:30,
3681,1,53,          ,1,1, ,0,4/12/2021 16:31,
3682,1,59,          ,1,1, ,0,4/12/2021 16:31,
3683,1,43,          ,1,1, ,0,4/12/2021 16:31,
3684,1,49,          ,1,1, ,0,4/12/2021 16:31,
3685,1,48,          ,1,1, ,0,4/12/2021 16:31,
3686,1,56,          ,1,1, ,0,4/12/2021 16:31,
3687,1,31,          ,1,1, ,0,4/12/2021 16:31,
3688,1,32,          ,1,1, ,0,4/12/2021 16:31,
3689,1,14,          ,1,1, ,0,4/12/2021 16:31,
3690,1,51,          ,1,1, ,0,4/12/2021 16:31,
3691,1,46,          ,1,1, ,0,4/12/2021 16:31,
3692,1,62,          ,1,1, ,0,4/12/2021 16:31,
3693,1,25,          ,1,1, ,0,4/12/2021 16:31,
3694,1,39,          ,1,1, ,0,4/12/2021 16:31,
3695,1,26,          ,1,1, ,0,4/12/2021 16:32,
3696,1,16,          ,1,1, ,0,4/12/2021 16:32,
3697,1,11,          ,1,1, ,0,4/12/2021 16:32,
3698,1,17,          ,1,1, ,0,4/12/2021 16:32,
3699,1,24,          ,1,1, ,0,4/12/2021 16:32,
3700,1,29,          ,1,1, ,0,4/12/2021 16:32,
3701,1,44,          ,1,1, ,0,4/12/2021 16:32,
3702,1,9,          ,1,1, ,0,4/12/2021 16:33,
3703,1,18,          ,1,1, ,0,4/12/2021 16:33,
3704,1,8,          ,1,1, ,0,4/12/2021 16:33,
3705,1,5,          ,1,1, ,0,4/12/2021 16:33,
3706,1,37,          ,1,1, ,0,4/12/2021 16:33,
3707,1,36,          ,1,1, ,0,4/12/2021 16:33,
3708,1,27,          ,1,1, ,0,4/12/2021 16:33,
3709,1,27,          ,1,1, ,0,4/12/2021 16:33,
3710,1,6,          ,1,1, ,0,4/12/2021 16:33,
3711,1,21,          ,1,1, ,0,4/12/2021 16:34,
3712,1,35,          ,1,1, ,0,4/12/2021 16:35,
3713,1,40,          ,1,1, ,0,4/12/2021 16:35,
3714,1,3,          ,1,1, ,0,4/12/2021 16:36,
3715,1,54,          ,1,1, ,0,4/12/2021 16:36,
3716,1,10,          ,1,1, ,0,4/12/2021 16:36,
3717,1,30,          ,1,1, ,0,4/12/2021 16:38,
3718,1,2,          ,1,1, ,0,4/12/2021 16:38,
3719,1,33,          ,1,1, ,0,4/12/2021 16:40,
3720,1,50,          ,1,1, ,0,4/12/2021 16:40,
3721,1,19,          ,1,1, ,0,4/12/2021 16:45,
3722,1,4,          ,1,1, ,0,4/12/2021 16:54,
3723,1,50,          ,1,1, ,0,4/13/2021 6:08,
3724,1,56,          ,1,1, ,0,4/13/2021 6:09,
3725,1,5,          ,1,1, ,0,4/13/2021 6:09,
3726,1,16,          ,1,1, ,0,4/13/2021 6:33,
3727,1,2,          ,1,1, ,0,4/13/2021 6:34,
3728,1,10,          ,1,1, ,0,4/13/2021 6:39,
3729,1,32,          ,1,1, ,0,4/13/2021 6:50,
3730,1,25,          ,1,1, ,0,4/13/2021 6:55,
3731,1,6,          ,1,1, ,0,4/13/2021 6:56,
3732,1,51,          ,1,1, ,0,4/13/2021 7:00,
3733,1,1,          ,1,1, ,0,4/13/2021 7:01,
3734,1,1,          ,1,1, ,0,4/13/2021 7:01,
3735,1,54,          ,1,1, ,0,4/13/2021 7:03,
3736,1,14,          ,1,1, ,0,4/13/2021 7:04,
3737,1,45,          ,1,1, ,0,4/13/2021 7:06,
3738,1,34,          ,1,1, ,0,4/13/2021 7:10,
3739,1,43,          ,1,1, ,0,4/13/2021 7:11,
3740,1,11,          ,1,1, ,0,4/13/2021 7:11,
3741,1,55,          ,1,1, ,0,4/13/2021 7:11,
3742,1,31,          ,1,1, ,0,4/13/2021 7:11,
3743,1,38,          ,1,1, ,0,4/13/2021 7:12,
3744,1,37,          ,1,1, ,0,4/13/2021 7:12,
3745,1,15,          ,1,1, ,0,4/13/2021 7:12,
3746,1,46,          ,1,1, ,0,4/13/2021 7:13,
3747,1,62,          ,1,1, ,0,4/13/2021 7:13,
3748,1,26,          ,1,1, ,0,4/13/2021 7:13,
3749,1,57,          ,1,1, ,0,4/13/2021 7:13,
3750,1,8,          ,1,1, ,0,4/13/2021 7:14,
3751,1,3,          ,1,1, ,0,4/13/2021 7:15,
3752,1,27,          ,1,1, ,0,4/13/2021 7:16,
3753,1,23,          ,1,1, ,0,4/13/2021 7:17,
3754,1,40,          ,1,1, ,0,4/13/2021 7:18,
3755,1,35,          ,1,1, ,0,4/13/2021 7:18,
3756,1,21,          ,1,1, ,0,4/13/2021 7:19,
3757,1,17,          ,1,1, ,0,4/13/2021 7:20,
3758,1,12,          ,1,1, ,0,4/13/2021 7:20,
3759,1,17,          ,1,1, ,0,4/13/2021 7:20,
3760,1,9,          ,1,1, ,0,4/13/2021 7:22,
3761,1,9,          ,1,1, ,0,4/13/2021 7:22,
3762,1,47,          ,1,1, ,0,4/13/2021 7:22,
3763,1,48,          ,1,1, ,0,4/13/2021 7:25,
3764,1,30,          ,1,1, ,0,4/13/2021 7:25,
3765,1,24,          ,1,1, ,0,4/13/2021 7:27,
3766,1,52,          ,1,1, ,0,4/13/2021 7:28,
3767,1,44,          ,1,1, ,0,4/13/2021 7:28,
3768,1,7,          ,1,1, ,0,4/13/2021 7:30,
3769,1,53,          ,1,1, ,0,4/13/2021 7:36,
3770,1,36,          ,1,1, ,0,4/13/2021 7:37,
3771,1,29,          ,1,1, ,0,4/13/2021 7:40,
3772,1,19,          ,1,1, ,0,4/13/2021 7:53,
3773,1,45,          ,1,1, ,0,4/13/2021 12:00,
3774,1,50,          ,1,1, ,0,4/13/2021 12:00,
3775,1,10,          ,1,1, ,0,4/13/2021 12:00,
3776,1,47,          ,1,1, ,0,4/13/2021 12:00,
3777,1,12,          ,1,1, ,0,4/13/2021 12:00,
3778,1,34,          ,1,1, ,0,4/13/2021 12:00,
3779,1,56,          ,1,1, ,0,4/13/2021 12:00,
3780,1,36,          ,1,1, ,0,4/13/2021 12:00,
3781,1,46,          ,1,1, ,0,4/13/2021 12:00,
3782,1,19,          ,1,1, ,0,4/13/2021 12:00,
